State Abbreviation,State Name,Reporting Period,Original or Updated,Beneficiaries with a Renewal Initiated,Beneficiaries with a Renewal Initiated - footnotes,Beneficiaries with a Renewal Due,Beneficiaries with a Renewal Due - footnotes,Beneficiaries Whose Coverage Was Renewed (Total),Beneficiaries Whose Coverage Was Renewed (Total) - footnotes,Beneficiaries Whose Coverage Was Renewed on an Ex Parte Basis,Beneficiaries Whose Coverage Was Renewed on an Ex Parte Basis - footnotes,Beneficiaries Whose Coverage Was Renewed based on a Renewal Form,Beneficiaries Whose Coverage Was Renewed based on a Renewal Form - footnotes,Beneficiaries Disenrolled at Renewal (Total),Beneficiaries Disenrolled at Renewal (Total) - footnotes,Beneficiaries Determined Ineligible at Renewal,Beneficiaries Determined Ineligible at Renewal - footnotes,Beneficiaries Disenrolled for Procedural Reasons at Renewal,Beneficiaries Disenrolled for Procedural Reasons at Renewal - footnotes,Beneficiaries with a Pending Renewal,Beneficiaries with a Pending Renewal - footnotes
WI,Wisconsin,202503,U,,,108250,,66607,,22405,,44202,,41643,,30511,,11132,,0,
WI,Wisconsin,202504,O,83608,,100543,,65735,,34002,,31733,,29105,,18967,,10138,,5703,
WI,Wisconsin,202504,U,,,100543,,69467,,34002,,35465,,31076,,20587,,10489,,0,
WI,Wisconsin,202505,O,65075,,87894,,57893,,34090,,23803,,24821,,15642,,9179,,5180,
WI,Wisconsin,202505,U,,,87894,,61284,,34090,,27194,,26610,,17081,,9529,,0,
WI,Wisconsin,202506,O,61126,,78388,,53780,,32979,,20801,,20295,,12618,,7677,,4313,
WI,Wisconsin,202506,U,,,78388,,56720,,32979,,23741,,21668,,13681,,7987,,0,
WI,Wisconsin,202507,O,62178,,61374,,41442,,22405,,19037,,16310,,9167,,7143,,3622,
WI,Wisconsin,202507,U,,,61374,,43864,,22405,,21459,,17510,,10080,,7430,,0,
WI,Wisconsin,202508,O,64445,,57307,,40506,,22219,,18287,,12677,,5796,,6881,,4124,
WI,Wisconsin,202509,O,64362,,58196,,40562,,21760,,18802,,13757,,6449,,7308,,3877,
WI,Wisconsin,202510,O,71507,,60832,,42644,,22679,,19965,,14390,,7164,,7226,,3798,
WI,Wisconsin,202511,O,66314,,59524,,39973,,23137,,16836,,14999,,6271,,8728,,4552,
WV,West Virginia,202303,O,47329,,,,,,,,,,,,,,,,,
WV,West Virginia,202303,U,,,,,,,,,,,,,,,,,,
WV,West Virginia,202304,O,50551,,48057,,29956,,4658,,25298,,17588,,2015,,15573,,513,
WV,West Virginia,202304,U,,,48057,,24920,,4658,,20262,,17717,,6981,,10736,,5420,
WV,West Virginia,202305,O,43610,,47329,,21539,,4610,,16929,,25038,State Held Some or All Procedural and/or Other Terminations for the Report Month,13514,,11524,State Held Some or All Procedural and/or Other Terminations for the Report Month,752,
WV,West Virginia,202305,U,,,47329,,17817,,4610,,13207,,25233,,13597,,11636,,4279,
WV,West Virginia,202306,O,50000,,50551,,30454,,5724,,24730,,19187,State Held Some or All Procedural and/or Other Terminations for the Report Month,4884,,14303,State Held Some or All Procedural and/or Other Terminations for the Report Month,910,
WV,West Virginia,202306,U,,,50551,,27997,,5724,,22273,,19449,,5010,,14439,,3105,
WV,West Virginia,202307,O,48368,,43610,,23127,,5949,,17178,,19367,,4756,,14611,,1116,
WV,West Virginia,202307,U,,,43610,,20874,,5949,,14925,,19617,,4879,,14738,,3119,
WV,West Virginia,202308,O,44419,,50000,,26350,,7741,,18609,,22562,,3766,,18796,,1088,
WV,West Virginia,202308,U,,,50000,,23367,,7741,,15626,,22860,,3885,,18975,,3773,
WV,West Virginia,202309,O,38716,,48368,,32092,,4241,,27851,,15158,State held some or all procedural and/or other terminations for the report month,2524,,12634,State Held Some or All Procedural and/or Other Terminations for the Report Month,1118,
WV,West Virginia,202309,U,,,48368,,28273,,6705,,21568,,19620,,3085,,16535,,475,
WV,West Virginia,202310,O,43923,,44419,,22753,,11206,,11547,,17468,State held some or all procedural and/or other terminations for the report month,2459,,15009,State Held Some or All Procedural and/or Other Terminations for the Report Month,4198,
WV,West Virginia,202310,U,,,44419,,25972,,11206,,14766,,17808,,2698,,15110,,639,
WV,West Virginia,202311,O,31039,,38716,,19974,,7303,,12671,,15128,,1828,,13300,,3614,
WV,West Virginia,202311,U,,,38716,,22289,,7303,,14986,,15652,,2217,,13435,,775,
WV,West Virginia,202312,O,31039,,43923,,23595,,10297,,13298,,15163,,2320,,12843,,5165,
WV,West Virginia,202312,U,,,43923,,27584,,10297,,17287,,16192,,3228,,12964,,147,
WV,West Virginia,202401,O,33748,,31039,,16554,,7785,,8769,,14041,,1666,,12375,,444,
WV,West Virginia,202401,U,,,31039,,16492,,7785,,8707,,14145,,1720,,12425,,402,
WV,West Virginia,202402,O,26796,,36211,,23965,,10865,,13100,,11411,,1616,,9795,,835,Data Undercount Renewals and Reflect These Outcomes in Another Metric in the Data Set
WV,West Virginia,202402,U,,,36211,,23764,,10865,,12899,,11554,,1699,,9855,,893,
WV,West Virginia,202403,O,28509,,33748,,20340,,9075,,11265,,8074,,1620,,6454,,5334,
WV,West Virginia,202403,U,,,33748,,23777,,9075,,14702,,8723,,2175,,6548,,1248,
WV,West Virginia,202404,O,28713,,26796,,17137,,6661,,10476,,7520,,1348,,6172,,2139,
WV,West Virginia,202404,U,,,26796,,18913,,6661,,12252,,7829,,1606,,6223,,54,
WV,West Virginia,202405,O,36635,,28509,,20288,,12764,,7524,,6230,,1306,,4924,,1991,
WV,West Virginia,202405,U,,,28509,,21946,,12764,,9182,,6521,,1547,,4974,,42,
WV,West Virginia,202406,O,37088,,28713,,22259,,16075,,6184,,6082,,1197,,4885,,372,
WV,West Virginia,202406,U,,,28713,,22523,,16075,,6448,,6176,,1280,,4896,,14,
WV,West Virginia,202407,O,32479,,36635,,28494,,21065,,7429,,7551,,1312,,6239,,590,
WV,West Virginia,202407,U,,,36635,,28912,,21065,,7847,,7677,,1412,,6265,,46,
WV,West Virginia,202408,O,32720,,37088,,28815,,21000,,7815,,7656,,1519,,6137,,617,
WV,West Virginia,202408,U,,,37088,,29283,,21000,,8283,,7804,,1649,,6155,,1,
WV,West Virginia,202409,O,29977,,32479,,24599,,18579,,6020,,7450,,1474,,5976,,430,
WV,West Virginia,202409,U,,,32479,,24900,,18579,,6321,,7559,,1558,,6001,,20,
WV,West Virginia,202410,O,34476,,32720,,24989,,18727,,6262,,7192,,1461,,5731,,539,
WV,West Virginia,202410,U,,,32720,,25280,,18727,,6553,,7415,,1619,,5796,,25,
WV,West Virginia,202411,O,22503,,29977,,22370,,17086,,5284,,7244,,1257,,5987,,363,
WV,West Virginia,202411,U,,,29977,,22611,,17086,,5525,,7354,,1339,,6015,,12,
WV,West Virginia,202412,O,32977,,34476,,26659,,21986,,4673,,7154,,1131,,6023,,663,
WV,West Virginia,202412,U,,,34476,,27156,,21986,,5170,,7304,,1249,,6055,,16,
WV,West Virginia,202501,O,29106,,22503,,16986,,12872,,4114,,5136,,859,,4277,,381,
WV,West Virginia,202501,U,,,22503,,17208,,12872,,4336,,5288,,927,,4361,,7,
WV,West Virginia,202502,O,25868,,32977,,25893,,19487,,6406,,6554,,1261,,5293,,530,
WV,West Virginia,202502,U,,,32977,,26303,,19487,,6816,,6663,,1348,,5315,,11,
WV,West Virginia,202503,O,27864,,29106,,23316,,17431,,5885,,5400,,1202,,4198,,390,
WV,West Virginia,202503,U,,,29106,,23590,,17431,,6159,,5512,,1297,,4215,,4,
WV,West Virginia,202504,O,27695,,25868,,20821,,15208,,5613,,4661,,1052,,3609,,386,
WV,West Virginia,202504,U,,,25868,,21068,,15208,,5860,,4791,,1157,,3634,,9,
WV,West Virginia,202505,O,34940,,27864,,21889,,16147,,5742,,5559,,1234,,4325,,416,
WV,West Virginia,202505,U,,,27864,,22169,,16147,,6022,,5688,,1325,,4363,,7,
WV,West Virginia,202506,O,35813,,27695,,21974,,16713,,5261,,5387,,1247,,4140,,334,
WV,West Virginia,202506,U,,,27695,,22213,,16713,,5500,,5464,,1300,,4164,,18,
WV,West Virginia,202507,O,32289,,34940,,28020,,21510,,6510,,6302,,1297,,5005,,618,
WV,West Virginia,202507,U,,,34940,,28449,,21510,,6939,,6483,,1438,,5045,,8,
WV,West Virginia,202508,O,33212,,35813,,28632,,22444,,6188,,6843,,1446,,5397,,338,
WV,West Virginia,202509,O,28942,,32289,,25927,,19499,,6428,,5780,,1350,,4430,,582,
WV,West Virginia,202510,O,28976,,33212,,26404,,19558,,6846,,6517,,1542,,4975,,291,
WV,West Virginia,202511,O,22299,,28942,,22636,,17362,,5274,,6091,,1468,,4623,,215,
WY,Wyoming,202303,O,6521,,,,,,,,,,,,,,,,,
WY,Wyoming,202303,U,,,,,,,,,,,,,,,,,,
WY,Wyoming,202304,O,6628,,5137,,779,,29,,750,,70,State Held Some or All Procedural and/or Other Terminations for the Report Month,70,,0,State Held Some or All Procedural and/or Other Terminations for the Report Month,4288,
WY,Wyoming,202304,U,,,4060,,3548,,1907,,1641,,285,,255,,30,,227,
WY,Wyoming,202305,O,6517,,5904,,1065,,28,,1037,,248,State Held Some or All Procedural and/or Other Terminations for the Report Month,248,,0,State Held Some or All Procedural and/or Other Terminations for the Report Month,4591,
WY,Wyoming,202305,U,,,6209,,4204,,1736,,2468,,1705,,211,,1494,,300,
WY,Wyoming,202306,O,6332,,5618,,1236,,20,,1216,,139,State Held Some or All Procedural and/or Other Terminations for the Report Month,139,,0,State Held Some or All Procedural and/or Other Terminations for the Report Month,4243,
WY,Wyoming,202306,U,,,5536,,3990,,1897,,2093,,1322,,116,,1206,,224,
WY,Wyoming,202307,O,5952,,4828,,1652,,676,,976,,2786,State Held Some or All Procedural and/or Other Terminations for the Report Month,157,,2629,State Held Some or All Procedural and/or Other Terminations for the Report Month,390,
WY,Wyoming,202307,U,,,6335,,4340,,1933,,2407,,1786,,556,,1230,,209,
WY,Wyoming,202308,O,5856,,5830,,2917,,1527,,1390,,789,,442,,347,,2124,
WY,Wyoming,202308,U,,,6582,,4430,,2081,,2349,,882,,423,,459,,1270,
WY,Wyoming,202309,O,6292,,6600,,3372,,2159,,1213,,170,,159,,11,,3058,
WY,Wyoming,202309,U,,,5712,,3785,,2499,,1286,,796,,143,,653,,1131,
WY,Wyoming,202310,O,6534,,6030,,3316,,1973,,1343,,535,,296,,239,,2179,
WY,Wyoming,202310,U,,,6336,,4271,,2103,,2168,,963,,247,,716,,1102,
WY,Wyoming,202311,O,6530,,5478,,2660,,1655,,1005,,280,,253,,27,,2538,
WY,Wyoming,202311,U,,,5318,,4027,,2305,,1722,,353,,225,,128,,938,
WY,Wyoming,202312,O,6232,,5771,,2394,,1453,,941,,337,,285,,52,,3040,
WY,Wyoming,202312,U,,,6286,,4787,,2638,,2149,,969,,212,,757,,530,
WY,Wyoming,202401,O,5764,,5484,,2283,,1313,,970,,290,,221,,69,,2911,
WY,Wyoming,202401,U,,,5982,,4045,,2407,,1638,,1445,,190,,1255,,492,
WY,Wyoming,202402,O,6209,,5653,,2227,,983,,1244,,299,,181,,118,,3127,
WY,Wyoming,202402,U,,,4470,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2712,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1085,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1627,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1461,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",162,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1299,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",297,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202403,O,4756,,8618,,3210,,1979,,1231,,3637,,2546,,1091,,1771,
WY,Wyoming,202403,U,,,5350,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",3632,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2003,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1629,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1340,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",334,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1006,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",378,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202404,O,2687,,4118,,1885,,1264,,621,,1066,,996,,70,,1167,
WY,Wyoming,202404,U,,,3041,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2124,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1453,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",671,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",573,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",118,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",455,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",344,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202405,O,2607,,3864,,2100,,1322,,778,,816,,776,,40,,948,
WY,Wyoming,202405,U,,,3675,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2812,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1897,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",915,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",862,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",215,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",647,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202406,O,4753,,4306,,2054,,1226,,828,,1821,,865,,956,,431,
WY,Wyoming,202406,U,,,4531,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2337,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1313,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1024,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1953,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",879,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1074,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",241,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202407,O,4761,,7167,,4074,,2715,,1359,,2474,,1280,,1194,,619,
WY,Wyoming,202407,U,,,6632,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",4149,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2716,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1433,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1900,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",647,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1253,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",583,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202408,O,4051,,6347,,3493,,2407,,1086,,1695,,509,,1186,,1159,
WY,Wyoming,202408,U,,,5954,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",3893,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2595,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1298,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1437,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",422,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1015,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",624,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202409,O,4467,,4778,,2831,,1593,,1238,,1275,,368,,907,,672,
WY,Wyoming,202409,U,,,4590,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",3231,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1827,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1404,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1025,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",270,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",755,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",334,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202410,O,3460,,5693,,3603,,2219,,1384,,1457,,432,,1025,,633,
WY,Wyoming,202410,U,,,5666,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",4160,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",2509,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1651,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1190,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",370,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",820,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",316,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202411,O,4870,,4978,,3145,,2147,,998,,1362,,172,,1190,,471,
WY,Wyoming,202411,U,,,5429,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",3508,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1951,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1557,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1515,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",335,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",1180,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)",406,"Updated Renewal Outcomes May Include Eligibility Actions That Occurred After the Renewal was Processed (e.g., Outcomes Based on a Change in Circumstance or for Individuals Who Returned the Renewal During the Reconsideration Period)"
WY,Wyoming,202412,O,4832,,5260,,3295,,2667,,628,,1455,,313,,1142,,510,
